Current_Word,Next_Word,Levenshtein_Distance
sister,jessica,6
jessica,degroot,6
degroot,fined,7
fined,7500,5
7500,convicted,9
convicted,state,7
state,law,4
law,bars,3
bars,sending,7
sending,bulk,7
bulk,e-mails,6
e-mails,using,6
using,fake,5
fake,addresses,8
addresses,formally,8
formally,sentenced,9
sentenced,next,7
next,year,3
year,third,4
third,defendant,8
defendant,richard,8
richard,rutkowski,8
rutkowski,acquitted,9
acquitted,prosecutors,10
prosecutors,said,10
said,jaynes,5
jaynes,snake,5
snake,oil,5
oil,salesman,7
salesman,new,7
new,format,6
format,using,6
using,internet,7
internet,peddle,7
peddle,useless,6
useless,wares,5
wares,news,4
news,agency,5
agency,associated,8
associated,press,10
press,reported,6
reported,fed-ex,6
fed-ex,refund,5
refund,processor,7
processor,supposed,8
supposed,allow,7
allow,people,6
people,earn,5
earn,75,4
75,hour,4
hour,working,6
working,home,6
home,another,5
another,item,5
item,sale,4
sale,internet,7
internet,history,6
history,eraser,6
eraser,sister,4
sister,helped,5
helped,process,6
process,credit,6
credit,card,4
card,payments,7
payments,jaynes,4
jaynes,amassed,5
amassed,fortune,7
fortune,24m,7
24m,sales,5
sales,prosecutors,9
prosecutors,said,10
said,hes,4
hes,successful,8
successful,ripping,10
ripping,people,6
people,years,5
years,ap,4
ap,quoted,6
quoted,prosecutor,8
prosecutor,russell,8
russell,mcguire,7
mcguire,saying,6
saying,jaynes,4
jaynes,also,5
also,found,5
found,guilty,6
guilty,breaking,8
breaking,state,7
state,law,4
law,prohibits,9
prohibits,sending,8
sending,100000,7
100000,e-mails,7
e-mails,30,7
30,days,4
days,virginia,8
virginia,state,8
state,attorney,6
attorney,general,7
general,jerry,5
jerry,kilgore,6
kilgore,reportedly,8
reportedly,said,9
said,prosecutors,10
prosecutors,asked,10
asked,15,5
15,years,5
years,jail,4
jail,jaynes,4
jaynes,jail,4
jail,term,4
term,sister,4
sister,jaynes,5
jaynes,lawyer,4
lawyer,david,5
david,oblon,5
oblon,called,5
called,nine-year,8
nine-year,recommended,10
recommended,term,9
term,outrageous,8
outrageous,said,9
said,client,5
client,believed,5
believed,innocent,8
innocent,pointed,7
pointed,three,6
three,accused,6
accused,lived,5
lived,north,5
north,carolina,7
carolina,unaware,8
unaware,virginia,8
virginia,state,8
state,law,4
law,spam,3
spam,messages,6
messages,estimated,6
estimated,account,8
account,least,6
least,60,5
60,e-mails,7
e-mails,sent,7
us,blogger,7
blogger,fired,6
fired,airline,5
airline,us,7
us,airline,7
airline,attendant,7
attendant,suspended,7
suspended,inappropriate,12
inappropriate,images,11
images,blog,5
blog,-,4
-,web,3
web,diary,5
diary,-,5
-,says,4
says,fired,5
fired,ellen,4
ellen,simonetti,8
simonetti,known,8
known,queen,4
queen,sky,5
sky,wrote,5
wrote,anonymous,8
anonymous,semi-fictional,13
semi-fictional,account,12
account,life,7
life,sky,4
sky,suspended,8
suspended,delta,8
delta,september,7
september,statement,5
statement,said,7
said,initiating,8
initiating,legal,9
legal,action,6
action,airline,5
airline,wrongful,8
wrongful,termination,9
termination,delta,9
delta,spokesperson,11
spokesperson,confirmed,10
confirmed,wednesday,9
wednesday,ms,8
ms,simonetti,8
simonetti,longer,7
longer,employee,6
employee,delta,7
delta,repeatedly,8
repeatedly,declined,7
declined,elaborate,9
elaborate,calls,8
calls,internal,8
internal,employee,8
employee,matters,7
matters,spokesperson,9
spokesperson,reiterated,10
reiterated,position,9
position,wednesday,9
wednesday,confirming,10
confirming,ms,9
ms,simonetti,8
simonetti,longer,7
longer,company,6
company,spokesperson,10
spokesperson,also,10
also,confirmed,9
confirmed,clear,7
clear,rules,4
rules,attached,7
attached,unauthorised,8
unauthorised,use,9
use,delta,5
delta,branding,8
branding,including,5
including,uniforms,8
uniforms,ms,6
ms,simonetti,8
simonetti,announced,8
announced,blog,8
blog,fired,5
fired,1,5
1,november,8
november,said,8
said,official,7
official,statement:,10
statement:,result,8
result,suspension,8
suspension,subsequent,7
subsequent,termination,11
termination,without,9
without,cause,7
cause,delta,5
delta,airlines,7
airlines,moving,6
moving,forward,6
forward,filing,6
filing,discrimination,11
discrimination,complaint,10
complaint,federal,8
federal,government,8
government,eeoc,8
eeoc,us,4
us,equal,4
equal,employment,9
employment,opportunity,8
opportunity,commission,10
commission,added,10
added,also,4
also,hired,5
hired,texas-based,9
texas-based,law,10
law,firm,4
firm,initiate,7
initiate,legal,7
legal,action,6
action,wrongful,8
wrongful,termination,9
termination,defamation,5
defamation,character,8
character,lost,8
lost,future,6
future,wages,6
wages,ms,4
ms,simonetti,8
simonetti,told,8
told,bbc,4
bbc,news,4
news,website,5
website,received,5
received,warning,7
warning,explanation,9
explanation,suspended,10
suspended,25,9
25,september,9
september,queen,7
queen,sky,5
sky,received,8
received,lot,8
lot,support,5
support,advice,7
advice,global,6
global,blogging,6
blogging,community,8
community,since,8
since,news,5
news,suspension,8
suspension,brought,10
brought,light,4
light,bbc,5
bbc,news,4
news,website,5
website,others,7
others,story,4
story,highlighted,11
highlighted,concerns,11
concerns,amongst,7
amongst,growing,6
growing,blogging,4
blogging,community,8
community,conflicts,6
conflicts,interest,8
interest,employment,8
employment,law,9
law,free,4
free,speech,4
speech,personal,7
personal,websites,6
websites,blog,7
blog,started,7
started,january,7
january,way,5
way,getting,7
getting,mothers,6
mothers,death,6
death,contains,7
contains,mix,7
mix,fictional,8
fictional,non-fictional,4
non-fictional,accounts,11
accounts,queen,7
queen,sky,5
sky,developed,9
developed,months,9
months,character,8
character,right,8
right,according,8
according,ms,9
ms,simonetti,8
simonetti,postings,9
postings,made,8
made,fictional,9
fictional,names,9
names,cities,4
cities,companies,5
companies,mentioned,8
mentioned,protect,8
protect,anonymity,7
anonymity,postings,8
postings,contained,5
contained,images,7
images,uniform,7
uniform,10,7
10,images,6
images,one,5
one,showed,4
showed,ms,6
ms,simonettis,8
simonettis,flight,9
flight,wings,5
wings,removed,7
removed,soon,6
soon,informed,7
informed,suspension,10
suspension,never,9
never,meant,4
meant,something,6
something,harm,8
harm,company,6
company,dont,5
dont,understand,8
understand,think,9
think,harm,4
harm,ms,4
ms,simonetti,8
simonetti,said,8
said,legal,5
legal,expert,6
expert,us,6
us,speculated,9
speculated,delta,7
delta,might,5
might,concerned,9
concerned,fictional,8
fictional,content,7
content,blog,7
blog,may,4
may,linked,6
linked,back,5
back,airline,7
airline,images,6
images,posted,5
posted,delta,5
delta,hit,4
hit,recently,7
recently,pressures,7
pressures,rising,7
rising,fuel,6
fuel,costs,5
costs,fierce,6
fierce,competition,10
competition,said,10
said,needs,4
needs,cut,5
cut,6000,4
6000,7000,1
7000,jobs,4
jobs,reduce,6
reduce,costs,6
costs,5bn,5
5bn,Â£27bn,3
Â£27bn,year,5
year,analysts,7
analysts,warned,7
warned,recently,7
recently,airline,8
airline,might,6
might,seek,5
seek,chapter,6
chapter,11,7
11,bankruptcy,10
bankruptcy,prevention,10
prevention,last,9
last,week,4
week,struck,5
struck,1bn,6
1bn,cost-cutting,11
cost-cutting,deal,12
deal,pilots,6
pilots,could,6
could,save,5
save,bankruptcy,9
bankruptcy,deal,10
deal,would,4
would,see,5
see,pilots,6
pilots,accept,6
accept,32,6
32,pay,3
pay,cut,3
cut,return,5
return,right,5
right,buy,5
buy,30,3
30,million,7
million,delta,6
delta,shares,6
shares,unions,5
unions,said,5
said,monday,5
monday,negotiated,8
negotiated,deal,8
deal,defer,3
defer,135m,5
135m,debt,4
debt,due,3
due,next,4
next,year,3
year,2007,4
2007,airline,7
airline,also,5
also,said,4
said,agreed,5
agreed,terms,5
terms,600m,4
600m,loan,4
loan,american,6
american,express,7
gates,opens,4
opens,biggest,6
biggest,gadget,4
gadget,fair,5
fair,bill,4
bill,gates,5
gates,opened,5
opened,consumer,6
consumer,electronics,10
electronics,show,10
show,ces,4
ces,las,2
las,vegas,3
vegas,saying,6
saying,gadgets,6
gadgets,working,7
working,together,7
together,help,7
help,people,4
people,manage,5
manage,multimedia,8
multimedia,content,8
content,around,6
around,home,5
home,move,2
move,mr,3
mr,gates,5
gates,made,3
made,announcement,11
announcement,next,9
next,generation,7
generation,xbox,9
xbox,games,5
games,console,7
console,many,6
many,gadget,5
gadget,lovers,6
lovers,hoping,5
hoping,120000,6
120000,people,6
people,expected,6
expected,attend,6
attend,trade,5
trade,show,5
show,stretches,7
stretches,15,9
15,million,7
million,square,7
square,feet,6
feet,runs,4
runs,6,4
6,9,1
9,january,7
january,latest,6
latest,trends,6
trends,digital,7
digital,imaging,6
imaging,storage,7
storage,technologies,9
technologies,thinner,9
thinner,flat,7
flat,screen,6
screen,high-definition,13
high-definition,tvs,14
tvs,wireless,7
wireless,portable,7
portable,technologies,10
technologies,gaming,10
gaming,broadband,7
broadband,technologies,11
technologies,show,10
show,three,4
three,days,5
days,mr,4
mr,gates,5
gates,said,4
said,lot,4
lot,work,3
work,done,3
done,last,4
last,year,4
year,sort,4
sort,usability,7
usability,compatibility,6
compatibility,issues,12
issues,devices,5
devices,make,6
make,easier,4
easier,share,5
share,content,6
content,predicted,8
predicted,beginning,8
beginning,decade,8
decade,digital,6
digital,approach,7
approach,would,7
would,taken,5
taken,granted,5
granted,-,7
-,lot,3
lot,work,3
work,fun,4
fun,come,4
come,show,4
show,see,3
see,done,3
done,going,3
going,even,4
even,faster,5
faster,expected,6
expected,excited,3
excited,highlighted,7
highlighted,technology,10
technology,trends,8
trends,last,6
last,year,4
year,driven,6
driven,need,5
need,make,4
make,technology,10
technology,transferring,11
transferring,content,9
content,across,7
across,difference,9
difference,devices,7
devices,seamless,5
seamless,gaming,6
gaming,becoming,4
becoming,social,6
social,thing,5
thing,social,5
social,genres,6
genres,use,5
use,rich,4
rich,communications,12
communications,look,12
look,going,4
going,e-mail,6
e-mail,instant,6
instant,messaging,6
messaging,blogging,5
blogging,entertainment,11
entertainment,-,13
-,make,4
make,seamless,6
seamless,create,6
create,something,8
something,quite,8
quite,phenomenal,9
phenomenal,mr,9
mr,gates,5
gates,said,4
said,pc,4
pc,like,4
like,microsofts,9
microsofts,media,9
media,centre,5
centre,central,2
central,role,6
role,play,4
play,people,5
people,would,4
would,making,6
making,audio,5
audio,video,3
video,images,5
images,would,6
would,device,6
device,way,6
way,devices,7
devices,work,7
work,together,7
together,make,7
make,difference,9
difference,said,10
said,also,4
also,cited,5
cited,success,6
success,microsoft,7
microsoft,xbox,8
xbox,video,5
video,game,4
game,halo,3
halo,2,4
2,released,8
released,november,6
november,pushed,7
pushed,xbox,6
xbox,console,6
console,sales,5
sales,past,4
past,playstation,7
playstation,last,7
last,two,4
two,months,5
months,2004,6
2004,first,5
first,time,4
time,2004,4
2004,game,4
game,makes,3
makes,use,4
use,xbox,4
xbox,live,4
live,online,3
online,games,6
games,service,7
service,sold,6
sold,623,4
623,million,7
million,copies,6
copies,since,5
since,release,6
release,people,5
people,online,5
online,playing,5
playing,together,8
together,really,7
really,points,6
points,future,6
future,said,6
said,several,6
several,partnerships,10
partnerships,device,10
device,hardware,7
hardware,manufacturers,9
manufacturers,highlighted,12
highlighted,mr,11
mr,gates,5
gates,speech,5
speech,major,6
major,groundbreaking,13
groundbreaking,new,12
new,technology,9
technology,announcements,12
announcements,although,11
although,affected,7
affected,largely,7
largely,us,7
us,consumers,7
consumers,technologies,9
technologies,highlighted,9
highlighted,kind,9
kind,trends,4
trends,come,6
come,included,6
included,mr,8
mr,gates,5
gates,called,4
called,ecosystem,7
ecosystem,technologies,8
technologies,like,10
like,sbcs,4
sbcs,iptv,4
iptv,high-definition,13
high-definition,tv,14
tv,digital,6
digital,video,6
video,recorder,6
recorder,worked,5
worked,via,6
via,broadband,8
broadband,give,9
give,high-quality,10
high-quality,fast,10
fast,tv,4
tv,also,4
also,deals,3
deals,announced,9
announced,meant,8
meant,people,5
people,could,4
could,watch,5
watch,control,6
control,content,3
content,portable,6
portable,devices,8
devices,mobile,5
mobile,phones,6
phones,ces,4
ces,features,6
features,several,6
several,key,6
key,speeches,7
speeches,major,8
major,technology,9
technology,players,10
players,intel,6
intel,hewlett,6
hewlett,packard,7
packard,well,7
well,parallel,6
parallel,conference,9
conference,sessions,9
sessions,gaming,6
gaming,storage,6
storage,broadband,7
broadband,future,9
future,digital,7
digital,music,6
music,50000,5
50000,new,5
new,products,8
products,unleashed,9
unleashed,tech-fest,9
tech-fest,largest,6
largest,yet,5
yet,consumer,7
consumer,electronics,10
electronics,gadgets,10
gadgets,phenomenal,9
phenomenal,year,8
year,2004,4
2004,according,9
according,figures,8
figures,released,7
released,ces,6
ces,organisers,8
organisers,cea,9
cea,tuesday,5
tuesday,gadget,7
gadget,explosion,9
explosion,signalled,9
signalled,strongest,8
strongest,growth,7
growth,yet,5
yet,us,3
us,2004,4
2004,trend,5
trend,predicted,6
predicted,continue,7
continue,wholesale,7
wholesale,shipments,8
shipments,consumer,8
consumer,technologies,9
technologies,expected,10
expected,grow,8
grow,11,4
11,2005,4
gta,sequel,6
sequel,criminally,9
criminally,good,10
good,grand,3
grand,theft,5
theft,auto,5
auto,series,6
series,games,4
games,set,4
set,highest,5
highest,standards,9
standards,recent,9
recent,years,5
years,newest,4
newest,addition,8
addition,able,7
able,live,3
live,increasingly,11
increasingly,grand,9
grand,tradition,7
tradition,18,9
18,certificate,11
certificate,gta:,9
gta:,san,3
san,andreas,6
andreas,playstation,10
playstation,2,11
2,could,5
could,got,4
got,away,4
away,merely,5
merely,revisiting,9
revisiting,best-selling,7
best-selling,formula,11
formula,more-of-the-same,13
more-of-the-same,approach,14
approach,instead,7
instead,builds,7
builds,expands,5
expands,almost,7
almost,immeasurably,10
immeasurably,upon,11
upon,last,4
last,two,4
two,games,5
games,stomps,4
stomps,carefree,8
carefree,driv3r,7
driv3r,TRUE,5
TRUE,crime-shaped,10
crime-shaped,opposition,11
opposition,even,9
even,year,4
year,see,3
see,sequels,4
sequels,halo,6
halo,half-life,6
half-life,hard,7
hard,envisage,7
envisage,anything,7
anything,topping,5
topping,barnstorming,7
barnstorming,instant,8
instant,classic,7
classic,basic,3
basic,gameplay,7
gameplay,remains,7
remains,familiar,6
familiar,control,8
control,character,8
character,occasion,8
occasion,youth,8
youth,named,5
named,cj,5
cj,sets,4
sets,series,3
series,self-contained,10
self-contained,missions,12
missions,within,5
within,massive,6
massive,3d,7
3d,environment,11
environment,cj,11
cj,commandeer,9
commandeer,vehicle,9
vehicle,stumbles,6
stumbles,across,7
across,push-bike,9
push-bike,city,8
city,bus,4
bus,plane,5
plane,come,4
come,handy,5
handy,seeks,5
seeks,establish,7
establish,presence,9
presence,tough,8
tough,urban,5
urban,environment,9
environment,avenge,8
avenge,dreadful,7
dreadful,deeds,5
deeds,waged,4
waged,upon,5
upon,family,6
family,make,5
make,things,6
things,worse,6
worse,framed,5
framed,murder,5
murder,moment,5
moment,arrives,7
arrives,town,7
town,blackmailed,11
blackmailed,crooked,8
crooked,cops,5
cops,played,6
played,samuel,5
samuel,l,5
l,jackson,7
jackson,chris,6
chris,penn,5
penn,setting,5
setting,rampant,6
rampant,criminality,7
criminality,fictional,8
fictional,us,9
us,state,5
state,san,3
san,andreas,6
andreas,comprising,9
comprising,three,9
three,major,5
major,cities:,7
cities:,los,6
los,santos,4
santos,thinly-disguised,14
thinly-disguised,los,14
los,angeles,5
angeles,san,6
san,fierro,6
fierro,aka,6
aka,san,3
san,francisco,7
francisco,las,7
las,venturas,6
venturas,carbon,8
carbon,copy,5
copy,las,4
las,vegas,3
vegas,san,4
san,andreas,6
andreas,sucks,6
sucks,sprawling,8
sprawling,range,6
range,cast,4
cast,characters,7
characters,incredibly,9
incredibly,sharp,9
sharp,writing,7
writing,ability,5
ability,capture,7
capture,ambience,7
ambience,real-world,9
real-world,versions,8
versions,cities,6
cities,something,7
something,behold,7
behold,assisted,7
assisted,end,7
end,monumental,8
monumental,graphical,8
graphical,advances,8
advances,since,5
since,vice,2
vice,city,3
city,streets,6
streets,vast,6
vast,swathes,6
swathes,countryside,9
countryside,turns,8
turns,gloriously,8
gloriously,menacing,10
menacing,grungy,7
grungy,preppy,4
preppy,flaunting,9
flaunting,awesome,8
awesome,levels,6
levels,graphical,9
graphical,detail,7
detail,games,6
games,overall,7
overall,look,7
look,particularly,11
particularly,many,10
many,unusual,7
unusual,weather,7
weather,conditions,9
conditions,dramatic,8
dramatic,sunsets,7
sunsets,stupendous,6
stupendous,outstanding,8
outstanding,bread-and-butter,13
bread-and-butter,gameplay,15
gameplay,mechanics,8
mechanics,provide,8
provide,solid,4
solid,grounding,7
grounding,elaborate,9
elaborate,plot,6
plot,hang,4
hang,cars,3
cars,handle,5
handle,convincingly,10
convincingly,ever,11
ever,superb,4
superb,motion,6
motion,blur,6
blur,kicks,5
kicks,hit,4
hit,high,2
high,speeds,6
speeds,theres,4
theres,traffic,6
traffic,navigate,8
navigate,park,7
park,vehicle,7
vehicle,across,7
across,lanes,5
lanes,freeway,6
freeway,within,7
within,seconds,7
seconds,huge,7
huge,pile-up,6
pile-up,pedestrians,9
pedestrians,also,10
also,force,5
force,loquacious,8
loquacious,bunch,8
bunch,cj,4
cj,interact,7
interact,using,8
using,simple,5
simple,system,5
system,control,6
control,pad,7
pad,pass,2
pass,comments,7
comments,appearance,9
appearance,credibility,11
credibility,aspects,10
aspects,player,7
player,control,7
control,clothes,5
clothes,tattoos,5
tattoos,haircuts,6
haircuts,purchased,7
purchased,funding,8
funding,habits,6
habits,achieved,7
achieved,criminal,7
criminal,means,7
means,indulging,8
indulging,mini-games,8
mini-games,like,8
like,betting,6
betting,horses,7
horses,challenging,9
challenging,bar,10
bar,patrons,5
patrons,games,5
games,pool,5
pool,character,9
character,put,8
put,lose,4
lose,weight,6
weight,according,9
according,long,6
long,spends,5
spends,foot,6
foot,gym,4
gym,pause,5
pause,regularly,8
regularly,restaurants,7
restaurants,keep,10
keep,energy,5
energy,levels,5
levels,swell,4
swell,result,5
result,over-eating,9
over-eating,last,10
last,gta,4
gta,hero,4
hero,swim,4
swim,time,3
time,games,3
games,fire,4
fire,supposed,7
supposed,potential,9
potential,corrupt,8
corrupt,young,5
young,san,4
san,andreas,6
andreas,violence,7
violence,specifically,11
specifically,freedom,11
freedom,gives,6
gives,player,5
player,commit,6
commit,violence,7
violence,sure,7
sure,inflame,6
inflame,pro-censorship,13
pro-censorship,brigade,13
brigade,developers,9
developers,rockstar,9
rockstar,shied,8
shied,away,5
away,brutality,7
brutality,respects,7
respects,ramp,6
ramp,past,3
past,outings,7
outings,hijacking,7
hijacking,car,8
car,example,6
example,cj,7
cj,gratuitously,12
gratuitously,shove,11
shove,drivers,5
drivers,head,6
head,steering,7
steering,wheel,6
wheel,rather,5
rather,fleeing,7
fleeing,vehicle,6
vehicle,indeed,7
indeed,tone,5
tone,darker,5
darker,jokey,4
jokey,vice,4
vice,city,3
city,grim,4
grim,subject,7
subject,matter,6
matter,hardly,5
hardly,lends,5
lends,gags,4
gags,quite,5
quite,way,5
way,cheesy,5
cheesy,80s,5
80s,setting,7
setting,last,6
last,game,3
game,title,4
title,incidentally,9
incidentally,set,10
set,1992,4
1992,really,6
really,neither,6
neither,apart,7
apart,influence,9
influence,radio,9
radio,playlists,7
playlists,wit,7
wit,still,4
still,present,7
present,restrained,7
restrained,previous,8
previous,outings,6
outings,reason,7
reason,incredible,8
incredible,range,8
range,in-vehicle,9
in-vehicle,radio,9
radio,stations,5
stations,available,8
available,means,8
means,spend,4
spend,less,4
less,time,4
time,happening,8
happening,upon,7
upon,hilarious,8
hilarious,talk,8
talk,radio,4
radio,options,5
options,gta,6
gta,games,4
games,trademark,7
trademark,humour,8
humour,anchored,7
anchored,quality,8
quality,voice,6
voice,acting,5
acting,motion,4
motion,capture,6
capture,simply,7
simply,off-the-chart,13
off-the-chart,games,12
games,rather,4
rather,odious,6
odious,gangland,8
gangland,lowlifes,8
lowlifes,swagger,6
swagger,mouth,7
mouth,way,5
way,rings,5
rings,TRUE,5
TRUE,indeed,5
indeed,testament,8
testament,san,6
san,andreas,6
andreas,magnificence,9
magnificence,number,10
number,prominent,7
prominent,flaws,9
flaws,plus-points,9
plus-points,numerous,8
numerous,niggles,6
niggles,dont,7
dont,detract,5
detract,on-screen,8
on-screen,map,9
map,instance,7
instance,needlessly,10
needlessly,fiddly,7
fiddly,unwelcome,8
unwelcome,change,8
change,past,5
past,editions,7
editions,also,7
also,jarring,6
jarring,slowdown,8
slowdown,action-packed,12
action-packed,moments,12
moments,game,5
game,suffers,6
suffers,age-old,7
age-old,problem,7
problem,relied,5
relied,upon,6
upon,blight,6
blight,games,6
games,genre,4
genre,setting,6
setting,back,7
back,vast,3
vast,distance,6
distance,fail,7
fail,right,5
right,end,5
end,long,3
long,mission,6
mission,gameplay,8
gameplay,experience,9
experience,entirety,7
entirety,overwhelmingly,11
overwhelmingly,positive,13
positive,simply,6
simply,bothered,8
bothered,minor,7
minor,failings,6
failings,san,6
san,andreas,6
andreas,among,6
among,unmissable,9
unmissable,games,8
games,2004,5
bt,offers,6
offers,free,4
free,net,3
net,phone,4
phone,calls,5
calls,bt,5
bt,offering,8
offering,customers,9
customers,free,8
free,internet,6
internet,telephone,7
telephone,calls,8
calls,sign,5
sign,broadband,8
broadband,december,8
december,christmas,9
christmas,give-away,8
give-away,entitles,9
entitles,customers,7
customers,free,8
free,telephone,7
telephone,calls,8
calls,anywhere,8
anywhere,uk,8
uk,via,3
via,internet,8
internet,users,6
users,need,4
need,use,3
use,bts,3
bts,internet,7
internet,telephony,8
telephony,software,9
software,known,7
known,bt,5
bt,communicator,11
communicator,microphone,11
microphone,speakers,10
speakers,headset,6
headset,pc,7
pc,bt,2
bt,launched,8
launched,promotion,9
promotion,show,8
show,potential,9
potential,broadband,9
broadband,connection,10
connection,customers,9
customers,people,8
people,wanting,7
wanting,take,6
take,advantage,6
advantage,offer,9
offer,need,4
need,bt,4
bt,together,7
together,fixed-line,9
fixed-line,customer,10
customer,sign,7
sign,broadband,8
broadband,online,7
online,offer,5
offer,limited,6
limited,first,5
first,50000,5
50000,people,6
people,sign,6
sign,limitations,9
limitations,-,11
-,free,4
free,calls,5
calls,include,6
include,calls,6
calls,mobiles,5
mobiles,non-geographical,14
non-geographical,numbers,13
numbers,870,7
870,premium,7
premium,numbers,7
numbers,international,12
international,numbers,12
numbers,bt,6
bt,keen,4
keen,provide,7
provide,extra,7
extra,services,7
services,broadband,9
broadband,customers,9
customers,people,8
people,already,7
already,using,7
using,bt,5
bt,communicator,11
communicator,found,9
found,far,4
far,convenient,10
convenient,way,10
way,making,5
making,call,5
call,pc,4
pc,said,4
said,andrew,5
andrew,burke,5
burke,director,7
director,value-added,10
value-added,services,9
services,bt,8
bt,retail,5
retail,homes,6
homes,get,4
get,high-speed,8
high-speed,access,9
access,providers,7
providers,increasingly,10
increasingly,offering,8
offering,add-ons,7
add-ons,cheap,7
cheap,net,4
net,calls,5
calls,broadband,8
broadband,telephony,8
telephony,attractive,9
attractive,customers,10
customers,bt,8
bt,wants,4
wants,make,4
make,sure,3
sure,first,4
first,wave,5
wave,services,6
services,said,6
said,ian,3
ian,fogg,4
fogg,analyst,7
analyst,jupiter,7
jupiter,research,8
research,bt,8
bt,communicator,11
communicator,quiet,9
quiet,launch,5
launch,summer,6
summer,bt,6
bt,waving,6
waving,flag,5
flag,bit,4
bit,added,5
added,bt,5
bt,struggled,8
struggled,maintain,9
maintain,market,6
market,share,4
share,broadband,8
broadband,subscribers,9
subscribers,competitors,8
competitors,enter,8
enter,market,5
market,reports,6
reports,say,7
say,bt,3
bt,lost,3
lost,around,5
around,10,6
10,market,6
market,share,4
share,last,4
last,year,4
year,half,4
half,broadband,8
broadband,users,9
users,less,3
less,40,4
40,bt,2
bt,hoping,6
hoping,latest,6
latest,offer,5
offer,persuade,8
persuade,people,5
people,jump,5
jump,broadband,9
broadband,bandwagon,7
bandwagon,currently,9
currently,13,9
13,million,7
million,broadband,8
broadband,subscribers,9
invention,turns,8
turns,innovation,9
innovation,unlikely,9
unlikely,future,7
future,technological,13
technological,inventions,11
inventions,going,8
going,kind,3
kind,transformative,13
transformative,impact,13
impact,past,3
past,history,5
history,takes,7
takes,look,5
look,back,3
back,great,5
great,inventions,8
inventions,like,9
like,car,4
car,transistor,8
transistor,defining,9
defining,technologies,9
technologies,ultimately,12
ultimately,changed,9
changed,peoples,6
peoples,lives,5
lives,substantially,12
substantially,says,11
says,nick,4
nick,donofrio,7
donofrio,senior,6
senior,vice-president,12
vice-president,technology,13
technology,manufacturing,12
manufacturing,ibm,12
ibm,thing,4
thing,actually,7
actually,improved,8
improved,peoples,6
peoples,lives,5
lives,social,6
social,cultural,6
cultural,changes,7
changes,discovery,8
discovery,invention,9
invention,brought,9
brought,car,7
car,brought,7
brought,crucial,6
crucial,change,6
change,people,5
people,lived,6
lived,cities,4
cities,giving,4
giving,ability,5
ability,move,7
move,suburbs,7
suburbs,whilst,7
whilst,mobility,5
mobility,access,8
access,talk,6
talk,innovation,9
innovation,creating,7
creating,real,5
real,value,4
value,21st,5
21st,century,6
century,think,7
think,like,4
like,faster,5
faster,mr,5
mr,donofrio,7
donofrio,told,7
told,bbc,4
bbc,news,4
news,website,5
website,giving,6
giving,royal,6
royal,academy,7
academy,engineering,10
engineering,2004,11
2004,hinton,6
hinton,lecture,6
lecture,invention,7
invention,discovery,9
discovery,likely,6
likely,value,6
value,transistor,9
transistor,automobile,10
automobile,equivalent,10
equivalent,things,9
things,invented,7
invented,discovered,6
discovered,going,9
going,able,5
able,generate,7
generate,real,6
real,business,7
business,value,7
value,wealth,4
wealth,things,6
things,altogether,9
altogether,new,9
new,ideas,4
ideas,academics,6
academics,exploring,8
exploring,technologies,8
technologies,impact,12
impact,wider,6
wider,society,6
society,years,7
years,means,2
means,technology,8
technology,companies,10
companies,new,7
new,idea,3
idea,method,6
method,device,5
device,different,7
different,kind,7
kind,thinking,5
thinking,behind,6
behind,people,5
people,see,4
see,value,4
value,innovative,7
innovative,technology,10
technology,different,10
different,phase,8
phase,comes,5
comes,technology,8
technology,argues,10
argues,mr,5
mr,donofrio,7
donofrio,industry,8
industry,weeks,7
weeks,2003,5
2003,technology,10
technology,leader,9
leader,year,3
year,hype,4
hype,over-promise,10
over-promise,technology,10
technology,leaders,9
leaders,demonstrate,9
demonstrate,things,10
things,work,6
work,make,4
make,sense,4
sense,make,4
make,difference,9
difference,life,7
life,gets,4
gets,better,4
better,result,5
result,dotcom,6
dotcom,era,6
era,something,8
something,jumping,5
jumping,face,7
face,every,5
every,five,4
five,minutes,5
minutes,somebody,8
somebody,new,7
new,thing,5
thing,would,5
would,awe,5
awe,werent,5
werent,quite,6
quite,sure,3
sure,anything,8
anything,werent,7
werent,quite,6
quite,sure,3
sure,needed,5
needed,werent,5
werent,quite,6
quite,sure,3
sure,value,4
value,cool,5
cool,change,5
change,innovation,9
innovation,technology,10
technology,people,8
people,see,4
see,affecting,8
affecting,daily,8
daily,lives,5
lives,says,4
says,come,4
come,slowly,5
slowly,subtlety,5
subtlety,ways,8
ways,longer,6
longer,face,5
face,creep,4
creep,pervasively,9
pervasively,nanotechnologies,15
nanotechnologies,play,15
play,key,3
key,part,4
part,kind,4
kind,pervasive,8
pervasive,environment,9
environment,sorts,10
sorts,ways,4
ways,new,4
new,superconducting,14
superconducting,materials,13
materials,coatings,6
coatings,power,7
power,memory,5
memory,storage,6
storage,big,6
big,believer,6
believer,evolution,8
evolution,industry,8
industry,pervasive,8
pervasive,environment,9
environment,incredible,9
incredible,network,8
network,infrastructure,11
infrastructure,says,13
says,mr,4
mr,donofrio,7
donofrio,pervasive,8
pervasive,computing,8
computing,wireless,9
wireless,computing,9
computing,rules,8
rules,jewellery,7
jewellery,clothes,8
clothes,everyday,8
everyday,objects,8
objects,become,5
become,interfaces,8
