Current_Word,Next_Word,Levenshtein_distance
said,prototype,9
prototype,gadget,8
gadget,transformed,9
transformed,life,9
life,device,4
device,could,6
could,help,4
help,open,4
open,computing,6
computing,millions,7
millions,people,8
people,found,5
found,shaking,6
shaking,barrier,6
barrier,last,6
last,year,4
year,office,6
office,national,7
national,statistics,7
statistics,reported,9
reported,first,7
first,time,4
time,half,4
half,households,8
households,britain,10
britain,home,7
home,computer,5
computer,prices,7
prices,getting,7
getting,cheaper,7
cheaper,get,6
get,online,6
online,computer,6
computer,ownership,9
ownership,increasing,8
increasing,although,10
although,62,8
62,british,7
british,people,7
people,tried,6
tried,internet,5
internet,15,8
15,britons,7
britons,aged,7
aged,65,4
65,online,6
online,six,5
six,million,6
million,uk,7
uk,households,9
households,broadband,9
broadband,net,9
net,middle,6
middle,2005,6
2005,estimated,9
estimated,50,9
50,uk,2
uk,net,3
net,users,4
users,broadband,9
broadband,still,9
still,millions,6
millions,using,6
using,net,5
net,dial-up,7
dial-up,connections,11
pirates,profit,5
profit,motive,5
motive,two,5
two,men,3
men,part,4
part,huge,4
huge,network,7
network,internet,7
internet,software,7
software,pirates,7
pirates,known,7
known,drink,5
drink,die,3
die,convicted,7
convicted,old,7
old,bailey,5
bailey,bbc,5
bbc,news,4
news,investigates,9
investigates,network,9
network,worked,5
worked,motivated,6
motivated,involved,7
involved,called,5
called,drink,6
drink,die,3
die,dod,2
dod,network,6
network,computer,8
computer,buffs,7
buffs,derived,7
derived,pleasure,7
pleasure,cracking,8
cracking,codes,7
codes,protecting,8
protecting,copyrighted,10
copyrighted,software,9
software,windows,8
windows,95,7
95,would,5
would,share,5
share,suggestion,8
suggestion,profited,9
profited,financially,10
financially,authorities,10
authorities,britain,8
britain,united,5
united,states,4
states,considered,8
considered,software,7
software,piracy,7
piracy,took,6
took,dim,4
dim,view,3
view,networks,7
networks,dod,7
dod,one,3
one,number,5
number,so-called,8
so-called,warez,7
warez,organisations,12
organisations,operating,8
operating,internet,8
internet,october,6
october,2000,7
2000,us,4
us,customs,5
customs,service,7
service,began,6
began,investigation,9
investigation,dod,12
dod,networks,7
networks,razor,6
razor,1911,5
1911,risciso,7
risciso,myth,7
myth,popz,4
popz,fourteen,7
fourteen,months,6
months,later,5
later,us,5
us,customs,5
customs,co-ordinated,11
co-ordinated,series,9
series,raids,4
raids,across,5
across,globe,5
globe,part,5
part,operation,6
operation,buccaneer,8
buccaneer,seventy,8
seventy,search,5
search,warrants,7
warrants,executed,8
executed,us,7
us,britain,7
britain,australia,6
australia,norway,8
norway,sweden,6
sweden,finland,6
finland,least,6
least,60,5
60,people,6
people,arrested,7
arrested,worldwide,7
worldwide,-,9
-,45,2
45,us,2
us,among,5
among,leaders,6
leaders,network,5
network,americans,8
americans,john,8
john,sankus,6
sankus,-,6
-,known,5
known,internet,6
internet,nickname,7
nickname,eriflleh,8
eriflleh,hellfire,6
hellfire,spelt,7
spelt,backwards,9
backwards,-,9
-,richard,7
richard,berry,6
berry,kent,4
kent,kartadinata,8
kartadinata,christopher,10
christopher,tresco,8
tresco,used,5
used,server,5
server,based,5
based,prestigious,10
prestigious,massachusetts,11
massachusetts,institute,10
institute,technology,10
technology,mit,10
mit,longest,6
longest,jail,7
jail,sentence,8
sentence,-,8
-,46,2
46,months,6
months,-,6
-,handed,6
handed,sankus,4
sankus,28-year-old,10
28-year-old,philadelphia,12
philadelphia,us,12
us,attorney,8
attorney,paul,8
paul,mcnulty,5
mcnulty,said,7
said,time:,5
time:,john,5
john,sankus,6
sankus,techno-gang,10
techno-gang,operated,11
operated,faceless,8
faceless,world,7
world,internet,7
internet,thought,7
thought,would,5
would,never,5
never,caught,6
caught,wrong,6
wrong,sentences,8
sentences,follow,9
follow,send,6
send,message,6
message,others,7
others,entertaining,10
entertaining,similar,11
similar,beliefs,6
beliefs,invincibility,11
invincibility,one,12
one,man,3
man,still,5
still,legal,4
legal,limbo,4
limbo,british-born,9
british-born,australian,10
australian,hew,10
hew,raymond,7
raymond,griffiths,8
griffiths,still,8
still,fighting,6
fighting,extradition,9
extradition,us,11
us,us,0
us,customs,5
customs,claimed,6
claimed,mr,6
mr,griffiths,8
griffiths,one,9
one,dods,3
dods,leaders,5
leaders,lawyer,4
lawyer,antony,6
antony,townsden,7
townsden,told,5
told,bbc,4
bbc,news,4
news,website,5
website,laughable,8
laughable,suggestion,9
suggestion,added:,9
added:,living,6
living,welfare,7
welfare,old,6
old,computer,7
computer,couldnt,6
couldnt,even,6
even,download,7
download,software,7
software,allegation,9
allegation,groups,9
groups,co-leader,9
co-leader,illusory,8
illusory,least,6
least,technical,8
technical,skills,8
skills,anyone,6
anyone,couldnt,6
couldnt,crack,6
crack,codes,4
codes,called,4
called,leader,5
leader,loudmouth,7
loudmouth,wrote,7
wrote,lot,3
lot,messageboard,11
messageboard,mr,10
mr,townsden,8
townsden,said,7
said,committed,7
committed,crimes,6
crimes,prosecuted,8
prosecuted,australia,9
australia,us,7
us,claimed,7
claimed,australian,9
australian,governments,10
governments,decision,10
decision,accept,7
accept,extradition,10
extradition,request,10
request,typical,7
typical,current,7
current,acquiescent,6
acquiescent,attitude,8
attitude,us,7
us,mr,2
mr,griffiths,8
griffiths,expecting,9
expecting,hear,8
hear,week,3
week,outcome,7
outcome,appeal,7
appeal,decision,8
decision,extradite,8
extradite,involved,9
involved,would,6
would,give,5
give,internet,7
internet,aliases,7
aliases,would,7
would,act,5
act,way,3
way,tags,3
tags,used,4
used,graffiti,8
graffiti,artists,6
artists,could,7
could,brag,5
brag,code-cracking,10
code-cracking,abilities,12
abilities,without,8
without,giving,6
giving,away,6
away,real,3
real,identities,9
identities,alex,9
alex,bell,4
bell,whose,5
whose,trial,5
trial,old,5
old,bailey,5
bailey,ended,5
ended,friday,5
friday,known,6
known,mr,5
mr,2940,4
2940,-,4
-,computer,8
computer,device,7
device,-,6
-,co-defendant,11
co-defendant,steven,9
steven,dowds,6
dowds,nickname,8
nickname,curiously,9
curiously,tim,8
tim,spokesman,8
spokesman,us,8
us,immigration,11
immigration,customs,10
customs,enforcement,10
enforcement,dean,9
dean,boyd,4
boyd,said,3
said,dod,3
dod,appear,6
appear,motivated,8
motivated,money,6
money,motivation,8
motivation,kudos,9
kudos,surrounded,8
surrounded,able,9
able,crack,5
crack,sophisticated,12
sophisticated,software,8
software,told,7
told,bbc,4
bbc,news,4
news,website:,6
website:,primarily,9
primarily,interested,10
interested,fast,8
fast,could,5
could,crack,4
crack,code,4
code,underground,9
underground,notoriety,9
notoriety,mr,8
mr,boyd,4
boyd,pointed,5
pointed,software,7
software,distributed,9
distributed,internet,8
internet,fell,7
fell,hands,5
hands,organised,6
organised,criminals,8
criminals,able,8
able,mass,4
mass,produce,7
produce,pirated,6
pirated,software,7
software,zero,7
zero,cost,4
cost,cost,0
cost,us,3
us,industries,8
industries,lot,9
lot,money,4
money,billions,7
billions,dollars,5
dollars,said,6
said,mr,4
mr,boyd,4
boyd,said:,4
said:,truly,5
truly,global,6
global,scope,5
scope,raided,5
raided,number,5
number,universities,10
universities,including,10
including,duke,8
duke,north,5
north,carolina,7
carolina,mit,7
mit,found,5
found,several,7
several,people,6
people,involved,6
involved,employed,6
employed,major,6
major,computer,6
computer,corporations,8
corporations,would,11
would,go,4
go,home,3
home,work,3
work,evenings,8
evenings,get,7
get,involved,7
involved,warez,7
warez,culture,6
culture,warez,6
warez,groups,6
groups,began,6
began,surface,6
surface,early,6
early,1990s,5
1990s,operate,7
operate,according,8
according,strict,7
strict,code,6
code,honour,5
honour,example,7
example,one,6
one,group,4
group,cracked,6
cracked,software,8
software,first,7
first,rivals,5
rivals,would,5
would,respect,7
respect,achievement,8
achievement,seek,9
seek,claim,5
claim,mr,5
mr,boyd,4
boyd,said,3
said,destruction,9
destruction,dod,9
dod,great,5
great,coup,5
coup,added:,6
added:,im,6
im,going,4
going,sit,4
sit,say,2
say,sorted,5
sorted,problem,5
problem,still,6
still,hackers,7
hackers,people,7
people,fun,6
fun,internet,7
internet,piracy,7
piracy,computer,8
computer,software,7
software,remains,8
remains,gigantic,7
gigantic,problem,8
problem,spokesman,7
spokesman,business,8
business,software,8
software,alliance,7
alliance,said:,7
said:,dod,4
dod,members,7
members,claim,7
claim,profit,5
profit,profit,0
profit,getting,6
getting,access,7
access,expensive,7
expensive,servers,7
servers,said,6
said,dod,3
dod,warez,5
warez,groups,6
groups,fostering,9
fostering,culture,7
culture,piracy,7
piracy,internet,7
internet,said,8
said,29,4
29,computer,8
computer,software,7
software,britain,6
britain,believed,6
believed,pirated,6
pirated,cost,6
cost,Â£1bn,4
Â£1bn,revenue,6
revenue,software,7
software,companies,7
companies,suppliers,6
suppliers,distributors,9
distributors,may,12
may,seem,4
seem,like,4
like,victimless,8
victimless,crime,6
crime,touches,6
touches,people,6
people,might,6
might,care,5
care,believe,6
apple,makes,5
makes,blogs,4
blogs,reveal,6
reveal,sources,7
sources,apple,6
apple,won,5
won,legal,5
legal,fight,4
fight,make,5
make,three,4
three,bloggers,7
bloggers,reveal,7
reveal,told,6
told,unreleased,8
unreleased,products,9
products,bid,7
bid,unmask,6
unmask,employees,9
employees,leaking,9
leaking,information,9
information,launched,11
launched,december,7
december,2004,8
2004,following,9
following,online,5
online,articles,6
articles,apples,4
apples,asteroid,7
asteroid,product,8
product,apple,7
apple,won,5
won,right,5
right,see,5
see,e-mail,6
e-mail,records,6
records,three,6
three,bloggers,7
bloggers,root,7
root,culprit,6
culprit,lawyer,7
lawyer,three,5
three,bloggers,7
bloggers,said,8
said,ruling,5
ruling,set,6
set,dangerous,8
dangerous,precedent,8
precedent,could,8
could,harm,5
harm,news,4
news,reporters,7
reporters,apples,6
apples,lawsuit,6
lawsuit,accused,6
accused,anonymous,8
anonymous,people,8
people,stealing,7
stealing,trade,6
trade,secrets,6
secrets,asteroid,6
asteroid,music,7
music,product,6
product,leaking,7
leaking,powerpage,8
powerpage,apple,7
apple,insider,6
insider,think,6
think,secret,6
secret,websites,6
websites,three,7
three,apple,4
apple,fan,5
fan,sites,5
sites,obsessively,8
obsessively,watch,11
watch,iconic,6
iconic,firm,6
firm,information,8
information,future,9
future,products,7
products,apple,8
apple,notoriously,10
notoriously,secretive,10
secretive,upcoming,7
upcoming,products,7
products,gives,7
gives,snippets,5
snippets,information,9
information,working,8
working,value,7
value,lawsuit,5
lawsuit,reveal,7
reveal,names,5
names,leakers,4
leakers,filed,6
filed,power,4
power,page,3
page,apple,3
apple,insider,6
insider,sites,4
sites,separate,6
separate,legal,6
legal,fight,4
fight,think,5
think,secret,6
secret,yet,4
yet,resolved,7
resolved,ruling,6
ruling,handed,6
handed,week,5
week,santa,5
santa,clara,4
clara,county,5
county,superior,8
superior,court,7
court,judge,5
judge,james,4
james,kleinberg,8
kleinberg,apple,8
apple,get,5
get,hands,5
hands,e-mail,6
e-mail,records,6
records,bloggers,7
bloggers,net,7
net,providers,8
providers,making,8
making,ruling,3
ruling,judge,5
judge,kleinberg,8
kleinberg,said,8
said,laws,3
laws,covering,8
covering,divulging,5
divulging,trade,9
trade,secrets,6
secrets,outweighed,9
outweighed,considerations,12
considerations,public,13
public,interest,8
interest,california,9
california,so-called,10
so-called,shield,6
shield,laws,6
laws,protect,7
protect,journalists,9
journalists,prosecution,10
prosecution,writing,8
writing,shown,6
shown,public,6
public,interest,8
interest,judge,7
judge,wrote:,5
wrote:,surprising,9
surprising,hundreds,8
hundreds,thousands,6
thousands,hits,7
hits,website,5
website,apple,6
apple,happen,3
happen,interested,9
interested,public,10
public,public,0
public,interest,8
interest,judge,7
judge,kleinberg,8
kleinberg,said,8
said,question,6
question,whether,6
whether,bloggers,6
bloggers,journalists,10
journalists,apply,10
apply,laws,5
laws,governing,9
governing,right,8
right,keep,5
keep,trade,5
trade,secrets,6
secrets,confidential,10
confidential,covered,9
covered,journalists,10
journalists,electronic,11
electronic,frontier,8
frontier,foundation,6
foundation,acting,8
acting,legal,6
legal,counsel,6
counsel,power,5
power,page,3
page,apple,3
apple,insider,6
insider,said,5
said,ruling,5
ruling,potentially,10
potentially,wide,10
wide,implications,11
implications,anyone,9
anyone,reports,6
reports,companies,7
companies,trade,7
trade,press,4
press,concerned,8
concerned,ruling,8
ruling,said,5
said,eff,4
eff,lawyer,6
lawyer,kurt,6
kurt,opsahl,6
opsahl,mr,6
mr,opsahl,6
opsahl,said,4
said,eff,4
eff,planning,8
planning,appeal,7
appeal,ruling,6
ruling,bloggers,7
bloggers,journalists,10
journalists,us,9
us,federal,7
federal,laws,7
laws,stop,4
stop,net,4
net,firms,5
firms,handing,7
handing,copies,6
copies,e-mail,6
e-mail,messages,6
messages,owner,7
owner,account,6
account,give,7
give,consent,6
hitachi,unveils,7
unveils,fastest,7
fastest,robot,6
robot,japanese,8
japanese,electronics,10
electronics,firm,10
firm,hitachi,6
hitachi,unveiled,8
unveiled,first,7
first,humanoid,8
humanoid,robot,7
robot,called,6
called,emiew,5
emiew,challenge,8
challenge,hondas,8
hondas,asimo,6
asimo,sonys,5
sonys,qrio,5
qrio,robots,5
robots,hitachi,7
hitachi,said,6
said,13m,4
13m,42ft,4
42ft,emiew,5
emiew,worlds,6
worlds,quickest-moving,14
quickest-moving,robot,14
robot,yet,4
yet,two,3
two,wheel-based,11
wheel-based,emiews,9
emiews,pal,6
pal,chum,4
chum,introduced,9
introduced,reporters,9
reporters,press,5
press,conference,8
conference,japan,9
japan,robots,6
robots,guests,4
guests,world,6
world,expo,5
expo,later,5
later,month,5
month,sony,3
sony,honda,3
honda,built,5
built,sophisticated,11
sophisticated,robots,11
robots,show,5
show,developments,11
developments,electronics,9
electronics,explaining,8
explaining,hitachis,8
hitachis,emiew,8
emiew,used,4
used,wheels,5
wheels,instead,6
instead,feet,6
feet,toshihiko,9
toshihiko,horiuchi,7
horiuchi,hitachis,5
hitachis,mechanical,9
mechanical,engineering,10
engineering,research,9
research,laboratory,9
laboratory,said:,9
said:,aimed,4
aimed,create,6
create,robot,5
robot,could,4
could,live,5
live,co-exist,7
co-exist,people,7
people,want,6
want,make,3
make,robots,6
robots,useful,6
useful,people,5
people,,6
,robots,6
robots,moved,5
moved,slower,4
slower,people,5
people,users,6
users,would,5
would,frustrated,8
frustrated,emiew,9
emiew,-,5
-,excellent,9
excellent,mobility,8
mobility,interactive,10
interactive,existence,8
existence,workmate,8
workmate,-,8
-,move,4
move,37m/h,5
37m/h,wheel,5
wheel,feet,3
feet,resemble,6
resemble,bottom,8
bottom,half,6
half,segway,6
segway,scooter,6
scooter,sensors,6
sensors,head,6
head,waist,5
waist,near,5
near,wheels,5
wheels,pal,5
pal,chum,4
chum,demonstrated,12
demonstrated,could,10
could,react,5
react,commands,7
commands,want,6
want,able,4
able,walk,3
walk,places,5
places,like,4
like,shinjuku,6
shinjuku,shibuya,4
shibuya,shopping,6
shopping,districts,8
districts,future,8
future,without,6
without,bumping,7
bumping,people,6
people,cars,6
cars,pal,3
pal,told,3
told,reporters,8
reporters,hitachi,9
hitachi,said,6
said,pal,3
pal,chum,4
chum,vocabulary,8
vocabulary,100,10
100,words,5
words,could,4
could,trained,6
trained,practical,6
practical,office,7
office,factory,7
factory,use,7
use,little,5
little,five,4
five,six,3
six,years,5
years,robotics,7
robotics,researchers,8
researchers,long,11
long,challenged,7
challenged,developing,9
developing,robots,9
robots,walk,6
walk,gait,3
gait,human,5
human,recent,5
recent,aaas,6
aaas,american,6
american,association,8
association,advancement,10
advancement,science,8
science,annual,7
annual,meeting,7
meeting,washington,7
washington,dc,10
dc,researchers,10
researchers,showed,9
showed,bipedal,6
bipedal,designs,7
designs,three,7
three,designs,7
designs,built,6
built,different,8
different,research,8
research,group,8
group,use,5
use,principle,8
principle,achieve,7
achieve,human-like,8
human-like,gait,8
gait,sony,4
sony,honda,3
honda,used,4
used,humanoid,6
humanoid,robots,7
robots,commercially,11
commercially,available,10
available,way,8
way,showing,6
showing,computing,6
computing,power,8
power,engineering,9
engineering,expertise,8
expertise,hondas,8
hondas,asimo,6
asimo,born,5
born,five,4
five,years,5
years,ago,4
ago,since,5
since,honda,4
honda,sonys,3
sonys,qrio,5
qrio,tried,3
tried,trump,3
trump,robots,6
robots,various,5
various,technology,9
technology,events,8
events,asimo,6
asimo,visited,5
visited,uk,7
uk,germany,7
germany,czech,7
czech,republic,8
republic,france,8
france,ireland,5
ireland,part,6
part,world,4
world,tour,4
tour,sonys,4
sonys,qrio,5
qrio,singing,6
singing,jogging,3
jogging,dancing,4
dancing,formation,8
formation,around,8
around,world,4
world,last,5
last,year,4
year,fastest,6
fastest,robot,6
robot,two,4
two,legs,4
legs,record,5
record,beaten,5
beaten,asimo,6
asimo,capable,6
capable,3km/h,7
3km/h,makers,5
makers,claim,6
claim,almost,5
almost,four,5
four,times,5
times,fast,5
fast,qrio,4
qrio,last,4
last,year,4
year,car,2
car,maker,3
maker,toyota,6
toyota,also,5
also,stepped,7
stepped,ring,7
ring,unveiled,7
unveiled,trumpet-playing,12
trumpet-playing,humanoid,12
humanoid,robot,7
robot,2007,5
2007,predicted,9
predicted,almost,8
almost,25,6
25,million,7
million,entertainment,11
entertainment,leisure,11
leisure,robots,7
robots,homes,4
homes,compared,5
compared,137000,8
137000,currently,9
currently,according,8
according,united,8
united,nations,6
nations,un,6
un,end,2
end,year,3
year,41,4
41,million,7
million,robots,7
robots,jobs,3
jobs,homes,3
homes,said,5
said,report,6
report,un,6
un,economic,7
economic,commission,8
commission,europe,10
europe,international,11
international,federation,6
federation,robotics,8
robotics,hitachi,7
hitachi,one,7
one,companies,6
companies,home,6
home,cleaning,8
cleaning,robot,8
robot,machines,8
machines,market,5
hackers,recruited,8
recruited,pc,8
pc,one,3
one,million,6
million,computers,8
computers,net,8
net,hijacked,7
hijacked,attack,5
attack,websites,8
websites,pump,8
pump,spam,3
spam,viruses,7
viruses,huge,5
huge,number,4
number,revealed,7
revealed,security,7
security,researchers,9
researchers,spent,9
spent,months,5
months,tracking,8
tracking,100,8
100,networks,8
networks,remotely-controlled,15
remotely-controlled,machines,16
machines,largest,6
largest,network,7
network,so-called,9
so-called,zombie,7
zombie,networks,8
networks,spied,8
spied,team,5
team,made,4
made,50000,5
50000,hijacked,8
hijacked,home,6
home,computers,6
computers,data,8
data,gathered,6
gathered,using,8
using,machines,6
machines,looked,7
looked,innocent,6
innocent,logged,7
logged,everything,10
everything,hackers,10
hackers,detailed,7
detailed,look,8
look,zombie,5
zombie,bot,5
bot,nets,3
nets,hijacked,8
hijacked,computers,8
computers,done,7
done,honeynet,5
honeynet,project,6
project,-,7
-,group,5
group,security,7
security,researchers,9
researchers,gather,7
gather,information,9
information,using,10
using,networks,8
networks,computers,8
computers,act,8
act,honey,5
honey,pots,4
pots,attract,6
attract,hackers,7
hackers,gather,4
gather,information,9
information,work,9
work,bot,3
bot,nets,3
nets,known,4
known,time,5
time,estimates,5
estimates,widespread,9
widespread,security,8
security,firms,7
firms,varied,5
varied,widely,6
widely,gather,6
gather,information,9
information,german,7
german,arm,4
arm,honeynet,8
honeynet,project,6
project,created,6
created,software,7
software,tools,7
tools,log,4
log,happened,8
happened,machines,5
machines,put,8
put,web,3
web,getting,6
getting,machines,6
machines,hijacked,7
hijacked,worryingly,10
worryingly,easy,9
easy,longest,6
longest,time,6
time,honeynet,7
honeynet,machine,6
machine,survived,6
survived,without,8
without,found,6
found,automatic,8
automatic,attack,6
attack,tool,5
tool,minutes,7
minutes,shortest,5
shortest,compromise,8
compromise,time,8
time,seconds,7
seconds,research,7
research,found,8
found,compromised,9
compromised,machines,8
machines,tend,7
tend,report,5
report,chat,5
chat,channels,5
channels,irc,8
irc,servers,6
servers,wait,7
wait,instructions,11
instructions,malicious,8
malicious,hacker,7
hacker,behind,6
behind,tools,6
tools,used,5
used,recruit,7
recruit,machine,6
machine,many,4
many,well-known,9
well-known,vulnerabilities,14
vulnerabilities,windows,13
windows,operating,9
operating,system,8
system,exploited,7
exploited,bot,7
bot,net,2
net,controllers,9
controllers,find,10
find,take,4
take,target,3
target,machines,6
machines,especially,9
especially,coveted,9
coveted,home,5
home,pcs,4
pcs,sitting,7
sitting,broadband,8
broadband,connections,10
connections,never,9
never,turned,5
turned,months,6
months,surveillance,12
surveillance,revealed,9
revealed,different,8
different,bot,8
bot,nets,3
nets,-,4
-,involve,7
involve,hundred,7
hundred,tens,6
tens,thousands,6
thousands,machines,7
machines,-,8
-,used,4
used,variety,6
variety,purposes,7
purposes,many,8
many,used,4
used,relays,6
relays,spam,5
spam,route,5
route,unwanted,6
unwanted,adverts,7
adverts,pc,7
pc,users,5
users,launch,6
launch,platforms,7
platforms,viruses,8
viruses,research,7
research,team,6
team,found,5
found,many,4
many,put,4
put,different,8
different,uses,8
uses,monitoring,10
monitoring,period,8
period,team,5
team,saw,3
saw,bot,3
bot,nets,3
nets,used,4
used,launch,5
launch,226,6
226,distributed,11
distributed,denial-of-service,14
denial-of-service,attacks,15
attacks,99,7
99,separate,8
separate,targets,6
targets,attacks,6
attacks,bombard,7
bombard,websites,8
websites,data,7
data,attempt,6
attempt,overwhelm,9
overwhelm,target,7
target,using,6
using,bot,5
bot,net,2
net,machines,6
machines,spread,8
spread,around,5
around,different,8
different,networks,8
networks,nations,4
nations,makes,5
makes,attacks,5
attacks,hard,6
hard,defend,5
defend,one,5
one,ddos,4
ddos,attack,6
attack,used,6
used,one,3
one,firm,4
firm,knock,5
knock,competitors,10
competitors,offline,9
offline,bot,7
bot,nets,3
nets,used,4
used,abuse,3
abuse,google,5
google,adsense,6
adsense,program,7
program,rewards,6
rewards,websites,6
websites,displaying,10
displaying,adverts,10
adverts,search,6
search,engine,6
engine,networks,7
networks,used,8
used,abuse,3
abuse,manipulate,7
manipulate,online,7
online,polls,5
polls,games,4
games,criminals,7
criminals,also,7
also,seem,4
seem,starting,7
starting,use,8
use,bot,3
bot,nets,3
nets,mass,3
mass,identity,8
identity,theft,6
theft,host,3
host,websites,6
websites,look,8
look,like,3
like,banks,4
banks,confidential,11
confidential,information,8
information,gathered,11
gathered,peep,6
peep,online,6
online,traffic,7
traffic,steal,6
steal,sensitive,7
sensitive,data,8
data,leveraging,9
leveraging,power,8
power,several,5
several,thousand,7
thousand,bots,6
bots,viable,6
viable,take,4
take,almost,6
almost,website,6
website,network,6
network,instantly,7
instantly,said,7
said,researchers,9
researchers,even,9
even,unskilled,8
unskilled,hands,9
hands,obvious,6
obvious,bot,5
bot,nets,3
nets,loaded,6
loaded,powerful,7
powerful,weapon,6
price,trusted,5
trusted,pc,7
pc,security,7
security,buy,6
buy,trusted,6
trusted,computers,7
computers,really,9
really,trust,6
trust,pc,5
pc,vendors,7
vendors,asks,6
asks,technology,10
technology,analyst,8
analyst,bill,6
bill,thompson,8
thompson,recently,8
recently,bought,7
bought,ibm,6
ibm,thinkvantage,11
thinkvantage,computer,11
computer,dell,8
dell,optiplex,7
optiplex,one,6
one,whole,3
whole,range,4
range,laptops,6
laptops,toshiba,7
toshiba,hp/compaq,8
hp/compaq,samsung,9
samsung,may,6
may,got,3
got,money,4
money,realised,7
realised,inside,6
inside,shiny,5
shiny,new,5
new,pc,3
pc,extra,5
extra,chip,5
chip,called,5
called,trusted,5
trusted,platform,8
platform,module,8
module,tpm,6
tpm,used,4
used,range,5
range,hardware-based,11
hardware-based,security,13
security,features,6
features,eventually,7
eventually,tpm,9
tpm,built,5
built,main,4
main,processor,9
processor,trusted,7
trusted,computing,8
computing,group,8
group,way,5
way,find,4
find,one,3
one,every,4
every,piece,4
piece,hardware,7
hardware,mobile,7
mobile,phones,6
phones,tv,6
tv,set,3
set,top,3
top,boxes,4
boxes,childrens,7
childrens,toys,8
toys,moment,5
moment,separate,7
separate,piece,6
piece,hardware,7
hardware,providing,9
providing,enhanced,9
enhanced,security,8
security,features,6
features,programs,7
programs,know,7
know,use,4
use,part,4
part,well-designed,13
well-designed,network,12
network,system,7
system,provide,7
provide,lot,6
lot,security,7
security,enjoy,6
enjoy,today,4
today,big,5
big,advantage,8
advantage,tpm,8
tpm,hardware-based,14
hardware-based,moment,13
moment,us,6
us,rely,4
rely,software,8
software,keep,8
keep,information,11
information,safe,10
safe,secure,4
secure,might,6
might,password-protected,17
password-protected,user,16
user,accounts,7
accounts,data,7
data,encryption,9
encryption,programs,9
programs,firewall,7
firewall,relies,6
relies,program,6
program,code,6
code,running,7
running,inherently,9
inherently,insecure,7
insecure,processor,8
processor,hardware,9
hardware,security,8
security,less,7
less,common,6
common,even,5
even,lot,4
lot,safer,5
safer,partly,5
partly,expensive,8
expensive,give,6
give,someone,6
someone,smartcard,8
smartcard,password,6
password,also,5
also,work,4
work,users,4
users,systems,4
systems,administrators,11
administrators,managers,9
managers,result,8
result,settle,4
settle,second,4
second,best,5
best,comes,4
comes,computer,4
computer,security,8
security,trusted,7
trusted,systems,5
systems,could,7
could,major,5
major,step,5
step,forward,7
forward,laptop,7
laptop,run,6
run,programs,7
programs,digitally,8
digitally,signed,7
signed,lot,6
lot,harder,6
harder,virus,5
virus,writers,5
writers,get,6
get,malicious,9
malicious,code,7
code,run,4
run,files,5
files,locked,5
locked,automatically,11
automatically,even,13
even,get,3
get,computer,7
computer,stolen,7
stolen,personal,7
personal,data,7
data,safeguarded,9
safeguarded,moment,10
moment,support,6
support,trusted,7
trusted,hardware,7
hardware,built,8
built,major,5
major,operating,8
operating,systems,8
systems,instead,4
instead,use,5
use,special,6
special,software,6
software,like,7
like,hps,4
hps,protecttools,11
protecttools,wave,11
wave,systems,6
systems,embassy,7
embassy,provides,8
provides,file,6
file,encryption,9
encryption,password,10
password,management,9
management,identity,9
identity,protection,7
protection,usually,10
usually,business,6
business,users,4
users,connect,6
connect,company,5
company,networks,8
networks,full,8
full,support,6
support,trusted,7
trusted,computing,8
computing,specification,10
specification,available,11
available,microsoft,9
microsoft,next,8
next,release,6
release,windows,7
windows,longhorn,6
longhorn,include,7
include,microsoft,8
microsoft,typical,9
typical,act,6
act,obscurantism,10
obscurantism,calls,9
calls,next,5
next,generation,7
generation,secure,8
secure,computing,8
computing,base,9
base,give,3
give,user-level,8
user-level,programs,9
programs,access,7
access,trusted,7
trusted,computing,8
computing,hardware,9
hardware,happens,6
happens,expect,5
expect,see,5
see,lot,3
lot,publicity,7
publicity,around,9
around,new,6
new,capabilities,11
capabilities,doubt,10
doubt,windows,6
windows,security,8
security,centre,6
centre,encourage,6
encourage,users,8
users,turn,4
turn,trusted,5
trusted,computing,8
computing,capability,8
capability,turn,10
turn,firewall,7
firewall,however,7
however,downside,6
downside,increased,8
increased,security,8
security,viruses,7
viruses,spyware,7
spyware,data,6
data,theft,5
theft,provide,7
provide,trusted,6
trusted,computing,8
computing,base,9
base,also,3
also,used,4
used,make,4
make,digital,7
digital,rights,4
rights,management,9
management,drm,9
drm,systems,6
systems,secure,6
secure,give,5
give,content,6
content,providers,7
providers,lot,8
lot,control,5
control,music,7
music,movies,4
movies,books,4
books,bought,4
bought,seen,6
seen,recently,5
recently,allowing,8
allowing,digital,8
digital,rights,4
rights,management,9
management,services,9
services,lives,5
lives,lead,4
lead,unwelcome,8
unwelcome,consequences,9
consequences,users,9
users,apples,5
apples,itunes,4
itunes,used,4
used,able,4
able,stream,5
stream,music,6
music,brought,6
brought,five,7
five,itunes,5
itunes,users,4
users,great,4
great,way,4
way,letting,7
letting,mates,6
mates,discover,7
discover,music,7
music,collection,9
collection,latest,8
latest,version,7
version,itunes,7
itunes,limits,5
limits,capability,7
capability,earlier,7
earlier,upgrade,6
upgrade,reduced,7
reduced,number,6
number,times,4
times,could,5
could,burn,4
burn,selected,8
selected,playlist,8
playlist,purchased,7
purchased,songs,8
songs,cd,5
cd,another,7
another,took,6
took,away,4
away,ability,5
ability,play,5
play,songs,5
songs,downloaded,8
downloaded,reals,9
